model,mean,std,var,num_words_miss
data2-skip_gram-d300-w8-e5.model,0.41834344684352537,0.3132596502544768,0.09813160847755711,1221
data1-cbow-d100-w2-e10.model,0.4512867244948386,0.25946790209558906,0.0673235922178862,1422
data2-cbow-d500-w4-e5.model,0.5118263948305656,0.2781089102891514,0.07734456598221928,1221
data2-cbow-d300-w8-e10.model,0.293998930129027,0.3010629213834686,0.09063888263194858,1221
data1-cbow-d500-w10-e10.model,0.28657227356063414,0.31347556488376616,0.0982669297791963,1422
data1-cbow-d300-w6-e10.model,0.3304067821247348,0.30807524289920624,0.09491035528740492,1422
data2-skip_gram-d500-w10-e10.model,0.2775841414063017,0.2999424494644138,0.0899654729907124,1221
data2-cbow-d100-w4-e15.model,0.28676229948712834,0.2826448423195304,0.07988810688983221,1221
data2-skip_gram-d300-w4-e5.model,0.5172400950716789,0.2751008015984535,0.07568045104011169,1221
data1-cbow-d500-w6-e5.model,0.45815254604676264,0.31196419533284764,0.0973216591696711,1422
all_data-skip_gram-d100-w6-e10.model,0.2584817858982644,0.2662731233110718,0.07090137619783325,644
data2-skip_gram-d300-w8-e15.model,0.23846942030836538,0.28392547826578585,0.08061367720845523,1221
data1-skip_gram-d500-w10-e15.model,0.23678474742651637,0.2957777869081639,0.08748449922829121,1422
data2-skip_gram-d500-w4-e5.model,0.5124279497789184,0.27849297383828986,0.0775583364772944,1221
data1-skip_gram-d300-w10-e5.model,0.39409975790339297,0.334574878829012,0.11194034954344806,1422
all_data-cbow-d300-w6-e5.model,0.3583067683976103,0.2844277773767078,0.08089916054345406,644
all_data-cbow-d100-w2-e5.model,0.5019761127323702,0.2370581361839061,0.05619655993098737,644
data1-skip_gram-d500-w6-e5.model,0.4607722019416496,0.3116352170078806,0.09711650847954885,1422
data1-skip_gram-d100-w8-e5.model,0.4270461163222853,0.31995253387272765,0.10236962393157895,1422
all_data-cbow-d300-w2-e15.model,0.2472219624992813,0.21409422470093234,0.04583633705029331,644
data1-skip_gram-d500-w2-e15.model,0.3409123008352177,0.26096956488231704,0.06810511379486589,1422
all_data-cbow-d100-w4-e10.model,0.288931980567251,0.26129939129331853,0.06827737189025879,644
data2-cbow-d500-w8-e10.model,0.2949712976992109,0.299390851994727,0.08963488225812853,1221
data2-cbow-d300-w6-e5.model,0.45940738659811625,0.2948495211561956,0.08693624012603783,1221
all_data-cbow-d100-w4-e5.model,0.4060418725491593,0.27423503988959247,0.07520485710324637,644
all_data-skip_gram-d500-w8-e15.model,0.17798841554687062,0.2265777588182735,0.051337480791111716,644
all_data-skip_gram-d100-w4-e10.model,0.289316666139227,0.261745893630246,0.06851091283229603,644
data2-skip_gram-d500-w6-e10.model,0.31889192777183756,0.29461234284955595,0.08679643255930429,1221
all_data-skip_gram-d100-w4-e5.model,0.40560812986068157,0.2737944169626813,0.0749633827599346,644
all_data-skip_gram-d500-w4-e15.model,0.20821232150302688,0.2271535225621124,0.05159872281237611,644
all_data-skip_gram-d500-w8-e10.model,0.22513627923936758,0.25201719101041664,0.06351266456478083,644
all_data-cbow-d500-w8-e15.model,0.1778197576666242,0.2267345295337079,0.05140854688287186,644
data1-skip_gram-d300-w8-e15.model,0.24918637989767276,0.2961221845275393,0.08768834816936204,1422
data2-skip_gram-d100-w4-e15.model,0.2907805071799717,0.2812094495764328,0.0790787545310803,1221
all_data-skip_gram-d300-w10-e5.model,0.3092558013643477,0.2922292208229281,0.08539791750277569,644
data2-cbow-d500-w6-e10.model,0.31862890685210526,0.29481861014758276,0.08691801288935237,1221
data1-skip_gram-d100-w8-e10.model,0.30892252678181586,0.313793625685644,0.09846643952094206,1422
data2-cbow-d100-w2-e10.model,0.44299286575093016,0.25090980147974046,0.06295572847860277,1221
data2-skip_gram-d500-w2-e5.model,0.606559202947095,0.23329537994755312,0.054426734304873166,1221
data2-cbow-d300-w10-e5.model,0.39337231106710896,0.31876418344408036,0.10161060464677131,1221
data1-skip_gram-d300-w2-e10.model,0.44851061014359517,0.25811462371961896,0.06662315897792048,1422
data2-skip_gram-d500-w10-e5.model,0.3859674934357437,0.321157469094122,0.10314211995494195,1221
data1-cbow-d500-w6-e15.model,0.2652164069409881,0.294329795882767,0.08663002874439128,1422
all_data-cbow-d100-w8-e5.model,0.33216624005889805,0.29082987720914766,0.08458201747748789,644
data2-cbow-d100-w2-e5.model,0.6111723195930704,0.22634930495825595,0.05123400785508555,1221
all_data-skip_gram-d300-w6-e10.model,0.24493617102881377,0.25409811160734014,0.06456585032241628,644
all_data-skip_gram-d300-w10-e10.model,0.21409410020336317,0.25186000347466353,0.06343346135025753,644
data2-skip_gram-d300-w2-e5.model,0.6106928680087808,0.2288993671469202,0.05239492028026056,1221
data2-skip_gram-d500-w8-e10.model,0.29559457758174834,0.2996932150951473,0.08981602317406623,1221
all_data-skip_gram-d100-w10-e5.model,0.3097606212264491,0.2955679362295997,0.08736040492702471,644
all_data-cbow-d100-w6-e5.model,0.3589415693895255,0.2852099836638534,0.08134473478153552,644
data2-cbow-d300-w8-e5.model,0.4192136937771165,0.30861524430449055,0.09524336901712038,1221
all_data-cbow-d500-w2-e10.model,0.3294147735843552,0.22759255514637544,0.051798371158055946,644
data1-skip_gram-d500-w8-e5.model,0.4195483995934293,0.3259239109767331,0.10622639574636945,1422
data2-cbow-d500-w10-e10.model,0.2774923472383314,0.302160938072034,0.09130123249657154,1221
all_data-skip_gram-d300-w8-e5.model,0.3272120195823932,0.28785811039845893,0.08286229172217138,644
all_data-skip_gram-d500-w6-e5.model,0.3596784758832673,0.28456740479508075,0.08097860787180734,644
data2-cbow-d500-w6-e5.model,0.460173597335175,0.2967735917323946,0.08807456474974604,1221
all_data-skip_gram-d100-w8-e10.model,0.2390356402970899,0.2688072132264686,0.07225731788258015,644
data2-cbow-d100-w4-e5.model,0.5201045999495405,0.2724707832179381,0.07424032770739661,1221
all_data-skip_gram-d100-w10-e10.model,0.22593751054019273,0.2666538062467833,0.07110425238589706,644
data1-cbow-d100-w2-e5.model,0.6133673110089952,0.23565337145999513,0.05553251148046245,1422
all_data-cbow-d300-w2-e5.model,0.4995071986017833,0.23658050772556155,0.05597033663568449,644
data1-skip_gram-d300-w4-e10.model,0.369086790055411,0.2940094325449095,0.0864415464253797,1422
data2-skip_gram-d500-w10-e15.model,0.22430168726871583,0.28287201461313843,0.08001657665129559,1221
all_data-cbow-d500-w8-e10.model,0.2266773642135022,0.2530115095084788,0.06401482394375904,644
data2-skip_gram-d300-w4-e10.model,0.3559397864803666,0.28236523212149617,0.07973012431102641,1221
data2-cbow-d100-w10-e15.model,0.2322180218957401,0.293238472403645,0.08598880169762325,1221
data2-skip_gram-d500-w4-e15.model,0.27453977319871686,0.27475130998141717,0.07548828233650479,1221
all_data-cbow-d500-w4-e10.model,0.2686365110884087,0.24776476779652193,0.061387380161264424,644
all_data-skip_gram-d500-w6-e15.model,0.19395031734234172,0.2281728264922378,0.05206283874945686,644
all_data-cbow-d300-w4-e10.model,0.2725164623823308,0.24906569080081042,0.0620337183340849,644
data2-cbow-d100-w8-e10.model,0.2970612542841702,0.3026975971189933,0.09162583530161238,1221
data1-cbow-d300-w8-e5.model,0.42533249859996425,0.3242941020063006,0.1051666645960729,1422
data2-cbow-d100-w10-e5.model,0.3935394411630882,0.3162413155830412,0.10000856968169265,1221
data1-cbow-d500-w4-e5.model,0.5197247938393609,0.2867741541396332,0.0822394154825021,1422
data1-cbow-d500-w10-e15.model,0.23553665620087091,0.29528332984227185,0.0871922448827399,1422
data2-cbow-d300-w4-e15.model,0.27552821634206165,0.2750491061244958,0.07565201077988415,1221
all_data-skip_gram-d100-w6-e15.model,0.22168245296883135,0.25408613246014766,0.06455976270855569,644
all_data-cbow-d500-w6-e5.model,0.3566386398618653,0.28696424507340107,0.082348477950547,644
data2-cbow-d500-w6-e15.model,0.2500866424534806,0.27931489018297234,0.0780168078779259,1221
data2-skip_gram-d300-w4-e15.model,0.2756067810027507,0.27582623221015884,0.07608011037525246,1221
all_data-skip_gram-d500-w10-e15.model,0.16790599414850121,0.22362157167256036,0.05000660731730605,644
data1-cbow-d500-w8-e5.model,0.4215325540520117,0.32565121070983066,0.10604871103677853,1422
data2-cbow-d100-w6-e5.model,0.46452337062178417,0.2946094798927083,0.08679474564265209,1221
data2-cbow-d100-w4-e10.model,0.3597393000817067,0.28552462071240803,0.08152430903296445,1221
data2-skip_gram-d300-w2-e10.model,0.4360357854585649,0.25156375379235946,0.06328432222210284,1221
data1-cbow-d100-w10-e10.model,0.29106512317129263,0.31780283983843427,0.10099864500937351,1422
all_data-cbow-d100-w2-e15.model,0.2990326782862383,0.23553661628093736,0.05547749760907352,644
data2-skip_gram-d100-w6-e5.model,0.46220926401213747,0.2949792293405625,0.08701274574235214,1221
all_data-skip_gram-d300-w4-e10.model,0.27252198262998856,0.249132684267433,0.06206709437029647,644
all_data-skip_gram-d100-w6-e5.model,0.3602743717470638,0.28669887650903336,0.08219624579154197,644
data1-skip_gram-d300-w10-e10.model,0.2888070298713095,0.31412122767495837,0.09867214567602305,1422
data1-cbow-d500-w6-e10.model,0.3301672352876117,0.3075290661021445,0.09457412649765713,1422
data1-cbow-d100-w4-e10.model,0.3733667428038669,0.29739025220345633,0.08844096210563536,1422
data1-skip_gram-d500-w10-e5.model,0.39308079831188564,0.3323101297654256,0.11043002234471402,1422
data2-cbow-d500-w2-e10.model,0.4362667336903269,0.24998002923533386,0.062490015016498375,1221
all_data-skip_gram-d500-w10-e10.model,0.2134269511726143,0.24959649714970406,0.062298411389402224,644
data2-cbow-d300-w6-e10.model,0.3196850240739752,0.2955070199134607,0.08732439881813445,1221
data1-skip_gram-d100-w6-e15.model,0.2754561679146694,0.3009142134246267,0.09054936384096181,1422
all_data-skip_gram-d500-w6-e10.model,0.24277170488879243,0.25150022326589616,0.06325236230279561,644
data2-cbow-d300-w10-e15.model,0.2251733752087205,0.28409617731323306,0.08071063796399196,1221
data1-skip_gram-d100-w2-e15.model,0.36330210555777886,0.2645858064671677,0.0700056489838815,1422
all_data-cbow-d100-w8-e15.model,0.20761993430328565,0.25240593855475285,0.06370875781770567,644
data2-skip_gram-d100-w2-e5.model,0.6105690602215241,0.22738152267370196,0.05170235685341124,1221
all_data-skip_gram-d300-w8-e10.model,0.2297460084416842,0.25332244009592425,0.06417225865615313,644
data2-skip_gram-d100-w4-e10.model,0.3571974983905559,0.2848123807689993,0.08111809223930544,1221
all_data-skip_gram-d100-w4-e15.model,0.24522453971096875,0.2507091039396199,0.06285505479820715,644
data1-cbow-d300-w6-e5.model,0.46184381192586377,0.3079835861271051,0.09485388932371194,1422
data1-cbow-d100-w6-e10.model,0.3337100345046289,0.30820408053715076,0.09498975525975052,1422
data2-cbow-d500-w10-e15.model,0.22350910087609982,0.28320701469774295,0.0802062131740076,1221
data1-skip_gram-d300-w6-e10.model,0.3309342070410287,0.3054512779840654,0.0933004832220988,1422
data1-cbow-d300-w4-e5.model,0.5172505343910532,0.28514569763810754,0.08130806888152306,1422
data1-cbow-d500-w4-e15.model,0.2873638223767601,0.2867037554637878,0.08219904339703944,1422
data2-cbow-d300-w2-e10.model,0.4345066525410817,0.25024486540043744,0.06262249265928305,1221
data1-cbow-d100-w4-e5.model,0.5243822144156411,0.2800332354033629,0.07841861293047525,1422
data1-cbow-d100-w2-e15.model,0.3638283598134858,0.26633436609052014,0.0709339945608392,1422
data1-skip_gram-d100-w10-e5.model,0.3972694851924163,0.32851322519511106,0.10792093912809377,1422
data2-skip_gram-d300-w8-e10.model,0.2993970680443996,0.2988809473309336,0.08932982067743633,1221
all_data-cbow-d300-w6-e15.model,0.19769906889149466,0.23084858031880368,0.053291067035207154,644
all_data-cbow-d300-w4-e15.model,0.2132822188816051,0.22989320200634178,0.05285088432872866,644
all_data-cbow-d300-w8-e10.model,0.22811238594051367,0.2540613711513367,0.06454718031129725,644
data2-cbow-d300-w6-e15.model,0.25135067113194076,0.28134697829318367,0.07915612219470515,1221
data2-cbow-d100-w6-e10.model,0.32033356993580775,0.29591657582306496,0.08756661984684776,1221
all_data-cbow-d500-w6-e15.model,0.1907923539465103,0.22742189919615013,0.05172072023398387,644
all_data-skip_gram-d100-w2-e15.model,0.2976530211565656,0.23370660610181807,0.05461877773563035,644
data1-cbow-d300-w2-e5.model,0.6129836379647609,0.23685603923653342,0.056100783322818266,1422
data1-skip_gram-d500-w6-e10.model,0.3316950544105713,0.3070218589834503,0.09426242189365364,1422
data1-skip_gram-d500-w4-e15.model,0.28912996591443213,0.2867621218614145,0.08223251453446072,1422
data1-skip_gram-d500-w8-e10.model,0.30550911579569107,0.31379111412002725,0.09846486330068795,1422
data1-skip_gram-d100-w4-e15.model,0.3024199686583897,0.2916640294974659,0.08506790610269864,1422
data2-skip_gram-d300-w6-e5.model,0.4617402409448404,0.29773760644693215,0.08864768229274825,1221
data2-skip_gram-d300-w6-e10.model,0.31976790475589306,0.2955766196050455,0.08736553805714578,1221
data1-cbow-d100-w8-e10.model,0.3070606803089543,0.313454416099151,0.09825367097205967,1422
all_data-cbow-d300-w10-e5.model,0.3080721261603949,0.29198832559721827,0.08525718228506715,644
all_data-cbow-d500-w4-e5.model,0.40246486540100274,0.2735198693931312,0.07481311895283557,644
data2-cbow-d300-w2-e15.model,0.3309592295829184,0.25050402824580775,0.06275226816737645,1221
data2-cbow-d100-w2-e15.model,0.35351502612961105,0.2550877570501904,0.06506976379689694,1221
all_data-cbow-d300-w10-e15.model,0.1719579032233766,0.22785542394348568,0.05191809422046558,644
all_data-cbow-d100-w4-e15.model,0.2430849480820826,0.2515091397275963,0.06325684736651557,644
data2-skip_gram-d300-w10-e15.model,0.2259434826948796,0.2834574594975877,0.08034813134482657,1221
data1-cbow-d300-w6-e15.model,0.26436555360822156,0.293153614541298,0.08593904171862794,1422
all_data-cbow-d500-w10-e10.model,0.21171196807625287,0.2500454978452372,0.06252275099267254,644
data1-skip_gram-d500-w4-e10.model,0.36884315744795737,0.29385392650382325,0.08635013012171436,1422
all_data-skip_gram-d300-w6-e15.model,0.19652477769867616,0.2319458141562776,0.053798860704618465,644
data2-cbow-d500-w10-e5.model,0.3875872491878151,0.3204449857460145,0.10268498888976343,1221
data1-cbow-d500-w8-e10.model,0.30458119447692633,0.3121071922095563,0.09741089942893293,1422
all_data-cbow-d300-w8-e5.model,0.330288532641581,0.29090916293618885,0.08462814108023406,644
data1-skip_gram-d300-w6-e15.model,0.26488254759713487,0.2940733988297639,0.08647916389928939,1422
data1-cbow-d100-w8-e15.model,0.2563413935152718,0.30440514112093664,0.09266248994085734,1422
data1-skip_gram-d300-w6-e5.model,0.46241595744851266,0.30800293740483,0.09486580945000361,1422
data2-cbow-d300-w4-e10.model,0.35514289901384644,0.2829926053214724,0.08008481466663465,1221
all_data-cbow-d500-w4-e15.model,0.20862687526782916,0.22808601725441568,0.05202323126698161,644
data2-cbow-d300-w10-e10.model,0.2784352370218092,0.3019529191702528,0.09117556539543721,1221
data1-cbow-d500-w2-e15.model,0.3395631332061933,0.26021856458778864,0.06771370135612911,1422
data1-skip_gram-d100-w6-e10.model,0.3344295349891206,0.3098476697060955,0.09600557842229766,1422
data2-skip_gram-d500-w6-e15.model,0.2504487328406434,0.2804971366611751,0.07867864367511794,1221
all_data-skip_gram-d500-w10-e5.model,0.30426103596590476,0.2900674495369201,0.0841391252808537,644
data1-skip_gram-d300-w2-e5.model,0.6123139418012947,0.2369548161129205,0.05614758487910797,1422
data2-skip_gram-d300-w10-e10.model,0.27753145329634105,0.30338644493104766,0.09204333496789961,1221
data2-skip_gram-d100-w2-e10.model,0.44120268118726924,0.2517701007839269,0.06338818364874872,1221
data2-cbow-d100-w10-e10.model,0.2802569340039038,0.30563734788747593,0.09341418842369,1221
data2-skip_gram-d500-w8-e5.model,0.417481741222767,0.31189604749154193,0.09727914444084619,1221
data2-skip_gram-d100-w2-e15.model,0.35360890096557646,0.2566342451924421,0.06586113580549449,1221
data1-cbow-d300-w8-e10.model,0.30761878197390174,0.31243007897616104,0.09761255424905023,1422
data1-skip_gram-d300-w4-e15.model,0.2893357081778359,0.2871518267894029,0.08245617162849123,1422
all_data-cbow-d100-w10-e10.model,0.22806412247658128,0.2667568545543566,0.07115921945173416,644
data1-skip_gram-d300-w10-e15.model,0.23472849694752315,0.29638392241972783,0.08784342946890324,1422
all_data-skip_gram-d500-w2-e15.model,0.23941658881746045,0.21193420631497656,0.04491610780635905,644
data2-skip_gram-d500-w4-e10.model,0.3568537182007744,0.2844392776516451,0.08090570267098966,1221
all_data-skip_gram-d300-w2-e10.model,0.3310265813168764,0.22640650972276266,0.05125990764484342,644
data1-cbow-d300-w10-e10.model,0.29243912062730365,0.31582993511255697,0.09974854791320194,1422
data1-cbow-d300-w8-e15.model,0.24914816670540343,0.2967992870923167,0.0880898168185074,1422
data1-skip_gram-d300-w8-e10.model,0.30822248717432743,0.31115869231058463,0.09681973180043307,1422
data1-skip_gram-d100-w8-e15.model,0.2570291371632993,0.30466881860565903,0.09282308903056796,1422
data2-skip_gram-d300-w10-e5.model,0.3880705103029342,0.31849203435089224,0.10143717594496993,1221
data1-cbow-d100-w4-e15.model,0.30279727083825475,0.2930027309696732,0.08585060035568672,1422
all_data-skip_gram-d100-w10-e15.model,0.19449569413997309,0.25204794955235266,0.0635281688735453,644
all_data-skip_gram-d500-w2-e5.model,0.49885623199926027,0.2375293097117365,0.05642017297213404,644
all_data-skip_gram-d300-w6-e5.model,0.36123631468883893,0.2857041321326376,0.08162685111766366,644
data1-skip_gram-d100-w6-e5.model,0.4644779945381614,0.30583508078367616,0.09353509663795771,1422
all_data-cbow-d500-w6-e10.model,0.2453552714042434,0.25254676047146873,0.0637798662246334,644
all_data-cbow-d300-w8-e15.model,0.18390124537707567,0.22997864802317056,0.052890178546565365,644
all_data-cbow-d500-w10-e5.model,0.30731145485789974,0.29065472713078744,0.08448017040347251,644
data2-skip_gram-d300-w6-e15.model,0.25111337227495617,0.2817531342865404,0.07938482868028927,1221
data1-skip_gram-d500-w2-e10.model,0.44757352600050837,0.2594545336057611,0.06731665500858301,1422
data1-skip_gram-d500-w4-e5.model,0.5195153188410941,0.28689307748682696,0.08230763790986251,1422
data2-cbow-d300-w2-e5.model,0.6108817473806653,0.2295846006717148,0.05270908886559074,1221
all_data-skip_gram-d100-w2-e10.model,0.36002704308899974,0.23935467222846069,0.05729065911759385,644
data2-skip_gram-d300-w2-e15.model,0.3300116701686135,0.2519575117346957,0.06348258771953932,1221
data2-cbow-d300-w4-e5.model,0.5183405393035367,0.2754130585110182,0.07585235279839354,1221
all_data-skip_gram-d500-w4-e5.model,0.4074226812321884,0.2736270647816794,0.07487177058103739,644
data1-skip_gram-d100-w4-e10.model,0.37166588803213546,0.2959985504733367,0.08761514188231645,1422
all_data-cbow-d500-w10-e15.model,0.1680578700185483,0.223866533689371,0.050116224906094284,644
data2-skip_gram-d500-w8-e15.model,0.23643652539872964,0.28187206920381447,0.07945186339723997,1221
all_data-skip_gram-d300-w10-e15.model,0.17229512514388737,0.2289277526702402,0.05240791594264667,644
all_data-skip_gram-d100-w8-e15.model,0.20650013948783963,0.2535522697918805,0.06428875351661456,644
all_data-cbow-d300-w2-e10.model,0.3322876936207974,0.2256123161481992,0.05090091719775499,644
data1-cbow-d500-w2-e5.model,0.613992673800207,0.2370967244114706,0.05621485672664884,1422
data2-skip_gram-d100-w8-e15.model,0.24348619912312233,0.2920199753345477,0.08527566599438986,1221
all_data-cbow-d100-w2-e10.model,0.3593369257439134,0.2372226687675994,0.05627459457722218,644
data1-cbow-d300-w10-e20.model,0.2057502547485479,0.2841618932462781,0.08074798157330915,1422
data1-cbow-d100-w4-e20.model,0.2633034137588799,0.2902339206968648,0.08423572872307403,1422
all_data-cbow-d100-w8-e20.model,0.1891840405689192,0.24459159434366834,0.05982504802357761,644
data1-cbow-d500-w6-e20.model,0.2242167885073706,0.28247621912258425,0.07979281436979022,1422
all_data-cbow-d500-w10-e20.model,0.144121267943054,0.21062216171794612,0.04436169500674065,644
data2-cbow-d100-w8-e20.model,0.2176350630030003,0.2854009730188918,0.0814537154001302,1221
data1-cbow-d300-w2-e20.model,0.27591298790595686,0.2603304365790183,0.06777193620942226,1422
data1-cbow-d100-w2-e20.model,0.3131623945083253,0.26720827206811515,0.07140026066162786,1422
data2-cbow-d300-w2-e20.model,0.2661709338024759,0.2505450481437131,0.06277282114933551,1221
data1-cbow-d500-w4-e20.model,0.24122509630576375,0.278411153542684,0.07751277041696795,1422
data1-cbow-d100-w10-e20.model,0.2153110902125794,0.2973616841996892,0.08842397123007571,1422
all_data-cbow-d300-w4-e20.model,0.18189169252256535,0.21843061729491986,0.04771193457183974,644
data2-cbow-d500-w10-e20.model,0.19021322090463738,0.2681201229779581,0.07188840034571538,1221
data2-cbow-d100-w2-e20.model,0.30309964346402446,0.2574538683806665,0.06628249434416952,1221
data2-cbow-d100-w4-e20.model,0.251179024366969,0.27780770750918493,0.07717712235150884,1221
